Date,Open,High,Low,Close,Adj Close,Volume
2019-08-19,62.500000,64.769997,62.180000,63.799999,63.278622,2467100
2019-08-20,63.990002,65.599998,61.290001,65.500000,64.964729,1935700
2019-08-21,65.809998,67.940002,65.750000,66.389999,65.847458,1830500
2019-08-22,67.000000,68.440002,66.629997,67.199997,66.650833,2930700
2019-08-23,59.750000,61.599998,55.599998,55.599998,55.145634,14221200
2019-08-26,58.599998,59.310001,40.000000,45.619999,45.247192,21598000
2019-08-27,50.209999,54.820000,47.110001,53.820000,53.380180,12357200
2019-08-28,54.669998,54.970001,52.000000,52.820000,52.388351,2967300
2019-08-29,54.220001,58.599998,52.650002,56.009998,55.552284,7349000
2019-08-30,57.599998,58.250000,56.509998,57.049999,56.583786,2506600
2019-09-02,57.500000,59.599998,57.400002,58.799999,58.319485,2269900
2019-09-03,58.799999,58.810001,55.709999,56.299999,55.839912,2450900
2019-09-04,56.630001,57.009998,54.349998,55.740002,55.284492,3014900
2019-09-05,56.049999,57.290001,54.400002,54.790001,54.342255,2113500
2019-09-06,54.000000,54.889999,52.610001,53.099998,52.666065,2936900
2019-09-09,53.090000,53.369999,49.369999,50.560001,50.146824,4542100
2019-09-10,50.500000,51.240002,49.299999,51.240002,50.821266,3387600
2019-09-11,52.250000,53.959999,52.230000,53.540001,53.102470,1875100
2019-09-12,54.590000,55.529999,53.020000,54.910000,54.461273,2959600
2019-09-13,55.619999,56.130001,54.580002,54.990002,54.540623,2240800
2019-09-16,55.029999,55.689999,54.099998,54.470001,54.024872,1623000
2019-09-17,54.480000,55.500000,54.029999,55.450001,54.996861,1576000
2019-09-18,55.000000,56.830002,55.000000,56.830002,56.365585,1550600
2019-09-19,57.000000,58.689999,56.529999,57.959999,57.486347,3544800
2019-09-20,57.970001,58.290001,56.869999,57.470001,57.000355,1148400
2019-09-23,57.290001,57.290001,56.189999,57.000000,56.534195,1317600
2019-09-24,57.250000,57.250000,56.209999,56.900002,56.435013,751700
2019-09-25,57.090000,57.310001,54.900002,57.310001,56.841663,1671600
2019-09-26,57.299999,58.540001,56.910000,58.540001,58.061611,2115800
2019-09-27,58.619999,58.619999,57.330002,58.110001,57.635124,1317500
2019-09-30,58.000000,58.990002,57.900002,58.540001,58.061611,1208700
2019-10-01,58.500000,58.730000,57.209999,57.799999,57.327656,971300
2019-10-02,57.029999,57.330002,55.630001,56.279999,55.820076,1269900
2019-10-03,56.009998,56.410000,50.599998,54.150002,53.707485,5911700
2019-10-04,54.150002,55.470001,51.509998,51.830002,51.406445,4827400
2019-10-07,51.799999,52.150002,50.610001,50.619999,50.206329,3089100
2019-10-08,50.980000,52.139999,49.959999,51.450001,51.029549,1983800
2019-10-09,52.240002,52.610001,50.650002,52.180000,51.753582,1387400
2019-10-10,51.820000,54.189999,51.660000,53.700001,53.261162,2205100
2019-10-11,54.000000,54.900002,53.529999,54.810001,54.362091,1591300
2019-10-14,54.950001,55.849998,54.110001,55.730000,55.274570,1043500
2019-10-15,55.849998,57.660000,55.240002,56.590000,56.127544,1175800
2019-10-16,56.689999,58.189999,56.259998,58.189999,57.714466,1008500
2019-10-17,58.049999,58.799999,58.009998,58.360001,57.883080,671700
2019-10-18,57.990002,58.740002,57.320000,58.200001,57.724388,881600
2019-10-21,58.000000,58.630001,57.410000,58.610001,58.131039,741200
2019-10-22,58.900002,59.290001,58.279999,58.790001,58.309566,1018700
2019-10-23,59.060001,62.230000,58.700001,61.480000,60.977581,2148200
2019-10-24,61.650002,64.370003,61.599998,64.199997,63.675354,2702800
2019-10-25,64.699997,66.260002,63.509998,64.250000,63.724945,1362800
2019-10-28,65.000000,65.000000,63.889999,64.290001,63.764622,783600
2019-10-29,64.110001,64.559998,63.150002,63.549999,63.030666,928100
2019-10-30,63.990002,64.309998,63.040001,64.080002,63.556339,1124700
2019-10-31,64.400002,65.440002,63.689999,65.349998,64.815956,730000
2019-11-01,65.680000,66.720001,64.809998,65.769997,65.232521,1586200
2019-11-04,66.389999,67.000000,64.849998,65.970001,65.430893,1180700
2019-11-05,67.300003,67.980003,66.029999,67.360001,66.809532,3162000
2019-11-06,67.250000,67.739998,65.279999,66.320000,65.778030,1257400
2019-11-07,66.809998,67.000000,66.139999,66.830002,66.283867,617700
2019-11-08,66.300003,68.239998,65.669998,67.930000,67.374870,1061300
2019-11-11,67.290001,67.519997,66.320000,67.139999,66.591331,1234000
2019-11-12,66.449997,67.209999,65.750000,66.540001,65.996231,1032000
2019-11-13,66.070000,66.820000,64.099998,64.389999,63.863804,1210700
2019-11-14,65.660004,66.989998,65.050003,66.769997,66.224350,556400
2019-11-18,67.510002,68.260002,66.779999,66.919998,66.373123,1099200
2019-11-19,67.000000,68.599998,66.480003,68.500000,67.940216,1599900
2019-11-21,68.800003,70.690002,68.320000,70.209999,69.636238,2458400
2019-11-22,71.699997,71.699997,70.550003,70.870003,70.290848,598900
2019-11-25,71.669998,71.949997,69.599998,69.930000,69.358528,1046400
2019-11-26,70.000000,70.000000,66.250000,67.330002,66.779778,2488300
2019-11-27,68.489998,68.730003,67.099998,68.500000,67.940216,970200
2019-11-28,68.300003,69.099998,67.730003,68.550003,67.989807,472700
2019-11-29,68.500000,69.800003,68.500000,69.529999,68.961800,809200
2019-12-02,70.000000,70.849998,68.809998,69.070000,68.505554,917500
2019-12-03,69.000000,69.129997,67.800003,68.519997,67.960052,942200
2019-12-04,68.500000,70.059998,67.900002,69.959999,69.388283,797400
2019-12-05,70.949997,71.459999,70.349998,70.589996,70.013130,1212200
2019-12-06,71.500000,74.389999,71.019997,73.870003,73.266335,1771400
2019-12-09,75.000000,77.470001,75.000000,76.739998,76.112877,2655800
2019-12-10,76.900002,76.919998,73.230003,74.129997,73.524208,1931700
2019-12-11,74.800003,75.919998,72.510002,72.879997,72.284416,4056400
2019-12-12,74.040001,74.930000,73.519997,74.720001,74.109390,1260400
2019-12-13,74.750000,74.949997,73.510002,74.699997,74.089546,1065200
2019-12-16,74.989998,75.550003,74.129997,74.849998,74.238319,1111000
2019-12-17,74.680000,75.389999,73.110001,75.000000,74.387100,874000
2019-12-18,75.400002,75.400002,73.410004,74.570000,73.960609,3178100
2019-12-19,75.000000,77.180000,74.260002,75.970001,75.349174,3429000
2019-12-20,76.360001,76.769997,75.250000,75.570000,74.952438,581100
2019-12-23,75.540001,76.410004,73.699997,74.169998,73.563881,1812900
2019-12-26,74.849998,76.349998,74.550003,75.650002,75.031784,427300
2019-12-27,75.500000,75.830002,73.769997,74.739998,74.129219,984300
2019-12-30,75.989998,76.720001,75.019997,75.599998,74.982193,753400
2020-01-02,76.150002,76.989998,75.809998,75.809998,75.190475,1140400
2020-01-03,75.879997,76.199997,75.459999,76.029999,75.408676,776600
2020-01-06,76.349998,76.900002,75.599998,75.919998,75.299576,1346900
2020-01-07,74.650002,75.699997,73.150002,75.599998,75.599998,1288400
2020-01-08,75.400002,75.500000,73.959999,74.930000,74.930000,758200
2020-01-09,75.199997,75.470001,74.519997,75.440002,75.440002,499300
2020-01-10,76.000000,78.199997,75.620003,76.500000,76.500000,2039000
2020-01-13,76.400002,77.400002,76.180000,76.699997,76.699997,796900
2020-01-14,76.330002,76.480003,75.160004,75.239998,75.239998,668100
2020-01-15,75.010002,75.419998,73.599998,74.599998,74.599998,655400
2020-01-16,74.809998,75.400002,73.300003,73.650002,73.650002,478500
2020-01-17,74.949997,76.650002,74.309998,76.629997,76.629997,550400
2020-01-20,76.699997,77.080002,76.250000,76.500000,76.500000,629200
2020-01-21,76.769997,77.000000,75.629997,76.879997,76.879997,1144700
2020-01-22,77.400002,77.400002,75.000000,75.919998,75.919998,1362400
2020-01-23,78.099998,78.400002,77.139999,78.400002,78.400002,1092400
2020-01-24,78.400002,78.900002,76.769997,78.160004,78.160004,1522900
2020-01-27,76.500000,76.820000,74.650002,75.019997,75.019997,901000
2020-01-28,73.980003,76.000000,73.980003,75.220001,75.220001,613900
2020-01-29,75.300003,76.040001,74.199997,75.410004,75.410004,438800
2020-01-30,74.879997,74.879997,72.610001,73.870003,73.870003,1293100
2020-01-31,74.139999,75.550003,73.599998,74.269997,74.269997,1782800
2020-02-03,75.900002,75.900002,74.330002,75.480003,75.480003,644000
2020-02-04,75.989998,76.400002,74.709999,74.989998,74.989998,999200
2020-02-05,76.379997,78.849998,76.129997,78.419998,78.419998,1652200
2020-02-06,78.900002,78.900002,76.860001,78.010002,78.010002,1200000
2020-02-07,78.199997,78.900002,76.830002,77.029999,77.029999,778600
2020-02-10,77.430000,77.430000,73.220001,73.500000,73.500000,757300
2020-02-11,73.820000,76.760002,73.540001,76.239998,76.239998,1642400
2020-02-12,76.370003,78.900002,76.050003,78.889999,78.889999,992500
2020-02-13,79.000000,81.800003,77.800003,81.629997,81.629997,1792800
2020-02-14,81.449997,81.449997,76.150002,77.370003,77.370003,2491800
2020-02-17,78.000000,78.760002,76.500000,77.180000,77.180000,1105500
2020-02-18,76.889999,76.889999,73.989998,74.580002,74.580002,1893800
2020-02-19,74.500000,74.949997,72.160004,73.349998,73.349998,3684200
2020-02-20,75.099998,75.099998,71.510002,73.699997,73.699997,2390900
2020-02-21,72.000000,73.989998,70.900002,72.019997,72.019997,1341400
2020-02-26,null,null,null,null,null,null
2020-02-27,66.000000,68.180000,64.220001,66.989998,66.989998,3329200
2020-02-28,65.000000,66.379997,62.209999,65.809998,65.809998,2969700
2020-03-02,66.290001,69.080002,64.500000,66.209999,66.209999,3919100
2020-03-03,66.570000,68.379997,64.099998,64.330002,64.330002,2794800
2020-03-04,65.099998,67.080002,64.250000,65.959999,65.959999,1862300
2020-03-05,64.900002,65.830002,61.080002,61.389999,61.389999,1491900
2020-03-06,56.130001,59.000000,54.500000,56.500000,56.500000,5225100
2020-03-09,50.000000,52.119999,47.369999,47.990002,47.990002,8646400
2020-03-10,50.700001,51.549999,47.779999,50.139999,50.139999,5117400
2020-03-11,48.830002,50.930000,42.900002,44.410000,44.410000,3777900
2020-03-12,37.970001,38.849998,31.250000,32.480000,32.480000,9165800
2020-03-13,40.700001,42.000000,32.520000,41.540001,41.540001,14008100
2020-03-16,35.000000,38.070000,33.509998,35.299999,35.299999,4655200
2020-03-17,36.799999,36.849998,33.130001,35.000000,35.000000,7396700
2020-03-18,32.500000,33.139999,25.799999,32.000000,32.000000,7724800
2020-03-19,30.000000,34.080002,27.010000,33.049999,33.049999,6474300
2020-03-20,34.000000,34.759998,28.510000,30.309999,30.309999,5481000
2020-03-23,30.000000,30.400000,25.530001,26.110001,26.110001,6970400
2020-03-24,29.000000,32.599998,29.000000,32.599998,32.599998,4810100
2020-03-25,32.500000,37.750000,30.850000,34.209999,34.209999,6468500
2020-03-26,35.000000,40.400002,33.799999,37.230000,37.230000,7832000
2020-03-27,35.000000,37.900002,34.320000,36.400002,36.400002,4283700
2020-03-30,36.599998,38.880001,35.160000,36.080002,36.080002,3168200
2020-03-31,36.080002,36.400002,32.560001,33.639999,33.639999,2807400
2020-04-01,32.000000,32.000000,29.500000,30.000000,30.000000,8734600
2020-04-02,30.559999,31.910000,30.000000,31.910000,31.910000,4151100
2020-04-03,31.420000,32.490002,29.600000,32.310001,32.310001,4103700
2020-04-06,34.500000,37.220001,34.500000,35.200001,35.200001,4046000
2020-04-07,39.500000,40.209999,37.240002,37.689999,37.689999,4626700
2020-04-08,38.270000,40.470001,37.400002,40.180000,40.180000,2866600
2020-04-09,40.490002,42.200001,40.180000,41.750000,41.750000,3169300
2020-04-13,41.750000,41.750000,39.439999,40.250000,40.250000,2538500
2020-04-14,40.610001,42.310001,40.459999,40.459999,40.459999,2698900
2020-04-15,39.000000,41.240002,38.500000,39.980000,39.980000,7656900
2020-04-16,41.080002,41.340000,39.360001,39.619999,39.619999,2285900
2020-04-17,41.040001,41.180000,39.830002,40.799999,40.799999,2036400
2020-04-20,39.790001,41.750000,39.360001,39.849998,39.849998,2219400
2020-04-22,39.900002,42.490002,39.200001,42.189999,42.189999,3141900
2020-04-23,43.000000,44.080002,40.389999,40.599998,40.599998,3776700
2020-04-24,40.000000,40.709999,33.799999,37.349998,37.349998,6777100
2020-04-27,38.500000,40.330002,36.880001,40.160000,40.160000,4600200
2020-04-28,41.290001,44.119999,41.209999,43.799999,43.799999,4374500
2020-04-29,45.150002,45.830002,43.320000,43.740002,43.740002,3473200
2020-04-30,42.299999,43.000000,40.639999,41.810001,41.810001,3452500
2020-05-04,40.590000,41.799999,40.000000,41.209999,41.209999,2474300
2020-05-05,41.799999,42.669998,40.490002,41.290001,41.290001,1177800
2020-05-06,41.540001,41.750000,39.500000,39.500000,39.500000,2563000
2020-05-07,40.160000,40.169998,37.209999,37.310001,37.310001,4947600
2020-05-08,37.509998,38.410000,36.520000,37.419998,37.419998,4515400
2020-05-11,37.099998,38.830002,36.549999,37.080002,37.080002,2487600
2020-05-12,38.599998,39.520000,36.240002,36.490002,36.490002,3914300
2020-05-13,37.200001,37.590000,36.029999,37.549999,37.549999,2257000
2020-05-14,37.000000,38.119999,36.099998,38.119999,38.119999,3380200
2020-05-15,37.799999,38.810001,36.340000,37.389999,37.389999,3068300
2020-05-18,38.500000,40.939999,38.000000,40.730000,40.730000,3237600
2020-05-19,40.500000,42.230000,39.930000,41.500000,41.500000,5119500
2020-05-20,41.799999,43.270000,41.160000,42.970001,42.970001,3971500
2020-05-21,43.209999,47.040001,42.279999,46.990002,46.990002,6155300
2020-05-22,46.150002,46.900002,45.209999,46.070000,46.070000,3593300
2020-05-25,48.500000,50.590000,47.070000,49.939999,49.939999,2790100
2020-05-26,51.009998,52.049999,49.209999,49.209999,49.209999,3919000
2020-05-27,50.020000,50.910000,49.619999,50.889999,50.889999,3973000
2020-05-28,49.990002,50.500000,49.130001,49.590000,49.590000,2947100
2020-05-29,49.750000,49.750000,47.250000,48.840000,48.840000,4683200
2020-06-01,48.840000,50.439999,48.189999,50.139999,50.139999,2435800
2020-06-02,50.290001,55.310001,50.200001,55.310001,55.310001,4993400
2020-06-03,57.389999,61.869999,56.799999,59.500000,59.500000,8998000
2020-06-04,58.740002,61.500000,57.240002,60.250000,60.250000,4213700
2020-06-05,62.250000,63.639999,59.580002,60.240002,60.240002,6930300
2020-06-08,60.360001,67.269997,60.360001,66.019997,66.019997,6100400
2020-06-09,64.489998,68.500000,63.279999,65.580002,65.580002,4185100
2020-06-10,66.500000,67.000000,62.500000,63.360001,63.360001,5319200
2020-06-12,61.770000,63.500000,60.700001,63.009998,63.009998,3780300
2020-06-15,61.000000,62.119999,59.520000,60.810001,60.810001,3947500
2020-06-16,62.849998,64.919998,62.320000,62.900002,62.900002,2792500
2020-06-17,63.000000,66.449997,63.000000,63.790001,63.790001,3111000
2020-06-18,63.950001,69.800003,63.040001,69.250000,69.250000,4662300
2020-06-19,70.260002,72.000000,68.220001,72.000000,72.000000,8422900
